id,ticket_id,subject,priority,status,created_date,created_at
966,TKT-0966,Monitor flickering,Critical,Open,2025-08-10,2025-08-10 15:21:02
967,TKT-0967,Account locked out,Critical,Open,2025-01-27,2025-01-27 09:55:00
968,TKT-0968,Password reset request,Critical,Open,2025-03-25,2025-03-25 13:05:28
969,TKT-0969,Internet slow,High,Open,2025-11-18,2025-11-18 14:23:40
970,TKT-0970,Request for new license,Medium,Resolved,2025-08-29,2025-08-29 16:25:26
971,TKT-0971,Account locked out,Medium,Open,2025-02-26,2025-02-26 01:04:17
972,TKT-0972,Password reset request,Medium,Closed,2025-04-30,2025-04-30 11:14:52
973,TKT-0973,Account locked out,Medium,Resolved,2025-06-18,2025-06-18 15:33:47
974,TKT-0974,Email not syncing,Low,Resolved,2025-10-28,2025-10-28 23:35:21
975,TKT-0975,Account locked out,Medium,In Progress,2025-05-31,2025-05-31 09:38:27
976,TKT-0976,Request for new license,Medium,Closed,2025-09-17,2025-09-17 19:39:10
977,TKT-0977,Printer not responding,Low,Resolved,2025-11-06,2025-11-06 14:39:47
978,TKT-0978,Email not syncing,High,Resolved,2025-10-09,2025-10-09 21:10:00
979,TKT-0979,Account locked out,High,Resolved,2025-10-24,2025-10-24 20:04:19
980,TKT-0980,Email not syncing,Medium,In Progress,2025-09-03,2025-09-03 21:44:04
981,TKT-0981,Keyboard malfunction,Medium,In Progress,2025-06-10,2025-06-10 11:02:40
982,TKT-0982,Keyboard malfunction,Critical,In Progress,2025-08-20,2025-08-20 05:05:06
983,TKT-0983,Internet slow,Critical,Open,2025-04-13,2025-04-13 08:49:38
984,TKT-0984,Internet slow,High,Open,2025-02-02,2025-02-02 06:02:41
985,TKT-0985,Mouse not working,Medium,Resolved,2025-05-28,2025-05-28 23:40:00
986,TKT-0986,Internet slow,Critical,Closed,2025-03-25,2025-03-25 13:17:59
987,TKT-0987,Password reset request,Critical,Resolved,2025-02-24,2025-02-24 08:03:46
988,TKT-0988,Request for new license,Low,In Progress,2025-05-12,2025-05-12 16:02:23
989,TKT-0989,Printer not responding,Low,Resolved,2025-07-12,2025-07-12 15:44:24
990,TKT-0990,Account locked out,Critical,Open,2025-06-02,2025-06-02 01:45:01
991,TKT-0991,Email not syncing,High,Resolved,2025-06-01,2025-06-01 06:38:56
992,TKT-0992,Internet slow,Low,Open,2025-06-26,2025-06-26 15:57:05
993,TKT-0993,Mouse not working,Low,In Progress,2025-06-14,2025-06-14 10:26:09
994,TKT-0994,VPN connection failed,Medium,Open,2025-08-14,2025-08-14 07:06:40
995,TKT-0995,Printer not responding,Medium,In Progress,2025-06-25,2025-06-25 19:22:16
996,TKT-0996,Request for new license,Medium,Resolved,2025-10-31,2025-10-31 12:49:00
997,TKT-0997,Email not syncing,High,Open,2025-06-05,2025-06-05 13:09:59
998,TKT-0998,Software update required,Critical,In Progress,2025-05-24,2025-05-24 21:14:26
999,TKT-0999,Mouse not working,Critical,In Progress,2025-04-26,2025-04-26 07:01:30
1000,TKT-1000,Keyboard malfunction,High,Open,2025-05-07,2025-05-07 08:01:00
